DATE ADDED TO CATALOG,PUBMEDID,FIRST AUTHOR,DATE,JOURNAL,LINK,STUDY,DISEASE/TRAIT,INITIAL SAMPLE SIZE,REPLICATION SAMPLE SIZE,REGION,CHR_ID,CHR_POS,REPORTED GENE(S),MAPPED_GENE,UPSTREAM_GENE_ID,DOWNSTREAM_GENE_ID,SNP_GENE_IDS,UPSTREAM_GENE_DISTANCE,DOWNSTREAM_GENE_DISTANCE,STRONGEST SNP-RISK ALLELE,SNPS,MERGED,SNP_ID_CURRENT,CONTEXT,INTERGENIC,RISK ALLELE FREQUENCY,P-VALUE,PVALUE_MLOG,P-VALUE (TEXT),OR or BETA,95% CI (TEXT),PLATFORM [SNPS PASSING QC],CNV,MAPPED_TRAIT,MAPPED_TRAIT_URI,STUDY ACCESSION,GENOTYPING TECHNOLOGY
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,1p13.2,1,111350283,C1orf88,PIFO,,,ENSG00000173947,,,rs3820443-T,rs3820443,0,3820443,intron_variant,0,0.611,1E-06,6,(liability model),0.07,[0.031-0.109] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,19q13.31,19,44625528,IGSF23,IGSF23,,,ENSG00000216588,,,rs846858-A,rs846858,0,846858,intron_variant,0,0.272,3E-06,5.522878745280340,(liability model),0.08,[0.041-0.119] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,22q13.33,22,50201044,SELO,SELENOO,,,ENSG00000073169,,,rs5771225-T,rs5771225,0,5771225,missense_variant,0,0.217,5E-06,5.301029995663980,(liability model),0.09,[0.051-0.129] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,12p12.1,12,25269783,Intergenic,KRAS - NA,ENSG00000133703,,,18847,,rs7313581-T,rs7313581,0,7313581,regulatory_region_variant,1,0.218,8E-07,6.096910013008060,(liability model),0.09,[0.051-0.129] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,7p15.3,7,22018573,Intergenic,CDCA7L - RAPGEF5,ENSG00000164649,ENSG00000136237,,72670,99663,rs2699450-A,rs2699450,0,2699450,intergenic_variant,1,0.211,4E-06,5.3979400086720400,(liability model),0.09,[0.051-0.129] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,7q33,7,136477062,Intergenic,PLXNA4 - ZP3P2,ENSG00000221866,ENSG00000226066,,3828374,8594,rs6945197-T,rs6945197,0,6945197,intergenic_variant,1,0.16,6E-06,5.221848749616360,(liability model),0.09,[0.051-0.129] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,19p12,19,20064649,Intergenic,BNIP3P13 - ZNF90,ENSG00000269154,ENSG00000213988,,1329,13345,rs184992198-T,rs184992198,0,184992198,intergenic_variant,1,0.816,2E-06,5.698970004336020,(liability model),0.11,[0.071-0.149] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,7q36.1,7,149924921,Intergenic,ATP6V0E2 - NA,ENSG00000171130,,,33717,,rs115972394-A,rs115972394,0,115972394,intergenic_variant,1,0.147,6E-06,5.221848749616360,(liability model),0.11,[0.051-0.169] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,2p24.2,2,16736702,Intergenic,CYRIA - NA,ENSG00000197872,,,70371,,rs73215707-T,rs73215707,0,73215707,intron_variant,1,0.908,8E-06,5.096910013008060,(liability model),0.12,[0.061-0.179] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,6p21.32,6,33427745,SYNGAP1,"SYNGAP1, SYNGAP1",,,"ENSG00000197283, ENSG00000227460",,,rs79926713-T,rs79926713,0,79926713,intron_variant,0,0.082,8E-06,5.096910013008060,(liability model),0.13,[0.071-0.189] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,5p15.33,5,1983817,Intergenic,CTD-2194D22.4 - NA,ENSG00000249326,,,83324,,rs73732514-A,rs73732514,0,73732514,intron_variant,1,0.929,2E-06,5.698970004336020,(liability model),0.14,[0.081-0.199] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,2q31.2,2,179139721,SESTD1,SESTD1,,,ENSG00000187231,,,rs62177277-T,rs62177277,0,62177277,intron_variant,0,0.056,2E-06,5.698970004336020,(liability model),0.16,[0.1-0.22] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,7p21.3,7,13656708,Intergenic,,,,,,,rs73681522-A,rs73681522,0,73681522,intron_variant,1,0.051,4E-06,5.3979400086720400,(liability model),0.16,[0.082-0.238] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,7q34,7,141791266,TAS2R5,TAS2R5,,,ENSG00000127366,,,rs2234017-C,rs2234017,0,2234017,3_prime_UTR_variant,0,0.056,7E-06,5.154901959985740,(liability model),0.17,[0.092-0.248] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,20p13,20,566915,Intergenic,CSNK2A1 - TCF15,ENSG00000101266,ENSG00000125878,,23080,37342,rs147597631-T,rs147597631,0,147597631,intergenic_variant,1,0.061,2E-06,5.698970004336020,(liability model),0.18,[0.1-0.26] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,5q35.2,5,174587111,Intergenic,SUMO2P6 - HIGD1AP3,ENSG00000249031,ENSG00000248929,,25048,45821,rs145848414-A,rs145848414,0,145848414,intergenic_variant,1,0.04,3E-06,5.522878745280340,(liability model),0.21,[0.13-0.29] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,12q15,12,69997949,Intergenic,PRANCR,,,ENSG00000257815,,,rs147985478-A,rs147985478,0,147985478,intron_variant,0,0.977,3E-06,5.522878745280340,(liability model),0.25,[0.15-0.35] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,1p35.3,1,29684252,Intergenic,NA - LINC01725,,ENSG00000233008,,,53891524,rs116050881-T,rs116050881,0,116050881,intergenic_variant,1,0.026,6E-07,6.221848749616360,(liability model),0.25,[0.15-0.35] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,9q31.3,9,110213589,Intergenic,C9orf152 - TXN,ENSG00000188959,ENSG00000136810,,5430,30221,rs116530595-T,rs116530595,0,116530595,regulatory_region_variant,1,0.018,9E-06,5.045757490560680,(liability model),0.26,[0.14-0.38] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,11q14.3,11,92422052,FAT3,FAT3,,,ENSG00000165323,,,rs147582129-T,rs147582129,0,147582129,intron_variant,0,0.016,9E-06,5.045757490560680,(liability model),0.28,[0.16-0.4] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,6q16.3,6,103969846,Intergenic,NA - R3HDM2P2,,ENSG00000216817,,,47787,rs72998574-T,rs72998574,0,72998574,intergenic_variant,1,0.022,2E-06,5.698970004336020,(liability model),0.28,[0.16-0.4] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,11q22.3,11,110058188,Intergenic,RDX,,,ENSG00000137710,,,rs144471255-A,rs144471255,0,144471255,intron_variant,0,0.018,3E-06,5.522878745280340,(liability model),0.31,[0.17-0.45] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,17q24.2,17,68920354,ABCA8,ABCA8,,,ENSG00000141338,,,rs144216026-A,rs144216026,0,144216026,intron_variant,0,0.017,8E-06,5.096910013008060,(liability model),0.31,[0.17-0.45] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,8p12,8,31236084,Intergenic,KCTD9P6 - NA,ENSG00000229211,,,15100,,rs137869973-T,rs137869973,0,137869973,intergenic_variant,1,0.025,2E-07,6.698970004336020,(liability model),0.31,[0.19-0.43] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,2q14.2,2,119266116,Intergenic,STEAP3-AS1,,,ENSG00000229867,,,rs72840936-C,rs72840936,0,72840936,intron_variant,0,0.018,5E-07,6.301029995663980,(liability model),0.32,[0.2-0.44] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,3p24.1,3,27236975,NEK10,NEK10,,,ENSG00000163491,,,rs148587130-T,rs148587130,0,148587130,intron_variant,0,0.013,7E-06,5.154901959985740,(liability model),0.36,[0.2-0.52] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,14q22.1,14,52702250,Intergenic,ERO1A - PSMC6,ENSG00000197930,ENSG00000100519,,6350,4928,rs185126971-A,rs185126971,0,185126971,regulatory_region_variant,1,0.011,8E-06,5.096910013008060,(liability model),0.37,[0.21-0.53] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,7q21.3,7,96446404,Intergenic,RNU7-188P - SEM1,ENSG00000252872,ENSG00000127922,,68484,35222,rs73239797-A,rs73239797,0,73239797,intergenic_variant,1,0.013,2E-06,5.698970004336020,(liability model),0.39,[0.23-0.55] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,2p16.2,2,53256902,Intergenic,,,,,,,rs113884973-C,rs113884973,0,113884973,intergenic_variant,1,0.008,8E-06,5.096910013008060,(liability model),0.43,[0.23-0.63] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,4q25,4,109534350,SEC24B,SEC24B,,,ENSG00000138802,,,rs182972826-T,rs182972826,0,182972826,intron_variant,0,0.007,4E-06,5.3979400086720400,(liability model),0.44,[0.24-0.64] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,7p15.3,7,23931916,Intergenic,STK31 - NA,ENSG00000196335,,,99403,,rs112920270-A,rs112920270,0,112920270,intergenic_variant,1,0.008,9E-06,5.045757490560680,(liability model),0.45,[0.25-0.65] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,12q24.31,12,123635804,GTF2H3,GTF2H3,,,ENSG00000111358,,,rs141104697-A,rs141104697,0,141104697,intron_variant,0,0.007,8E-06,5.096910013008060,(liability model),0.46,[0.26-0.66] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,19p13.3,19,5417482,Intergenic,PTPRS - ZNRF4,ENSG00000105426,ENSG00000105428,,76679,37935,rs144464515-C,rs144464515,0,144464515,regulatory_region_variant,1,0.01,2E-06,5.698970004336020,(liability model),0.46,[0.26-0.66] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,8p23.1,8,9182000,Intergenic,PPP1R3B - NA,ENSG00000173281,,,30426,,rs191707442-T,rs191707442,0,191707442,intron_variant,1,0.008,6E-06,5.221848749616360,(liability model),0.47,[0.27-0.67] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,1q32.1,1,206526352,RASSF5,RASSF5,,,ENSG00000266094,,,rs150269952-T,rs150269952,0,150269952,intron_variant,0,0.009,6E-06,5.221848749616360,(liability model),0.48,[0.26-0.7] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,4q25,4,109251730,COL25A1,COL25A1,,,ENSG00000188517,,,rs144998240-A,rs144998240,0,144998240,intron_variant,0,0.006,8E-07,6.096910013008060,(liability model),0.5,[0.3-0.7] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,9q31.2,9,107043881,Intergenic,ZNF462 - NA,ENSG00000148143,,,30247,,rs138543081-T,rs138543081,0,138543081,intron_variant,1,0.009,1E-06,6,(liability model),0.5,[0.3-0.7] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,1q25.3,1,185780742,HMCN1,HMCN1,,,ENSG00000143341,,,rs192013290-T,rs192013290,0,192013290,intron_variant,0,0.006,1E-06,6,(liability model),0.51,[0.29-0.73] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,15q24.3,15,76352686,SCAPER,SCAPER,,,ENSG00000140386,,,rs144077517-A,rs144077517,0,144077517,intron_variant,0,0.005,2E-06,5.698970004336020,(liability model),0.54,[0.32-0.76] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,8q21.13,8,80555470,Intergenic,ZBTB10 - RPSAP47,ENSG00000205189,ENSG00000188856,,29205,3400,rs142835438-A,rs142835438,0,142835438,intergenic_variant,1,0.007,8E-07,6.096910013008060,(liability model),0.54,[0.32-0.76] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,12q15,12,67780260,Intergenic,LINC02421 - NA,ENSG00000255970,,,50785,,rs184695264-T,rs184695264,0,184695264,intergenic_variant,1,0.005,4E-06,5.3979400086720400,(liability model),0.58,[0.33-0.83] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,5p15.32,5,4515659,Intergenic,,,,,,,rs921390-T,rs921390,0,921390,non_coding_transcript_exon_variant,1,0.005,1E-06,6,(liability model),0.58,[0.34-0.82] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
